"","X","dayID","Nest_ID","Brood_age","Date2","Year","Male_ID","Female_ID","Chick1_ID","Chick1_HD","Chick1_Fate","Chick2_ID","Chick2_HD","Chick2_Fate","Chick3_ID","Chick3_HD","Chick3_Fate","Chick4_ID","Chick4_HD","Chick4_Fate","Chick5_ID","Chick5_HD","Chick5_Fate","Date","Hatching_date","Parents","male_care","female_care","Chicks_nr","Chick1_pres","Chick2_pres","Chick3_pres","Chick4_pres","Chick5_pres","Chick1_surv_age","Chick2_surv_age","Chick3_surv_age","Chick4_surv_age","Chick5_surv_age","Female_dur_care","Male_dur_care","Manipulation","Chick1_pres_full","Chick2_pres_full","Chick3_pres_full","Chick4_pres_full","Chick5_pres_full","Chick_nr2","M_tarsus_mean","Male_CI","F_tarsus_mean","Female_CI","julian_hatching_date","Mean_hatching_date","Sd","Relative_hatching_date","Chick_presence_max_age","Chick_presence_max_day","Male_care_full","Female_care_full","Brood_fate","Female_care_lead","Chick_change_nr","Chick_change","Female_change","End_of_care","Mean_brood_CI","Max_chick_CI","Brood_max_size","Manip_type"
"11",11,"2006_A104_1","2006_A104",1,"2006-06-11",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,1,NA,NA,NA,2,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,1,"unknown",1,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"12",12,"2006_A104_2","2006_A104",2,"2006-06-12",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,1,NA,NA,NA,2,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,1,"unknown",0,1,1,1,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"13",13,"2006_A104_3","2006_A104",3,"2006-06-13",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",0,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"14",14,"2006_A104_4","2006_A104",4,"2006-06-14",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,614,"2006-06-10",3,1,0,1,2,0,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",0,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"15",15,"2006_A104_5","2006_A104",5,"2006-06-15",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",0,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"16",16,"2006_A104_6","2006_A104",6,"2006-06-16",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,616,"2006-06-10",3,1,0,1,2,0,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",0,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"17",17,"2006_A104_7","2006_A104",7,"2006-06-17",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",0,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"18",18,"2006_A104_8","2006_A104",8,"2006-06-18",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,618,"2006-06-10",3,1,0,1,2,0,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",0,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"19",19,"2006_A104_9","2006_A104",9,"2006-06-19",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",0,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"20",20,"2006_A104_10","2006_A104",10,"2006-06-20",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,620,"2006-06-10",3,1,0,1,2,0,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",0,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"21",21,"2006_A104_11","2006_A104",11,"2006-06-21",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",0,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"22",22,"2006_A104_12","2006_A104",12,"2006-06-22",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,622,"2006-06-10",3,1,0,1,2,0,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",0,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"23",23,"2006_A104_13","2006_A104",13,"2006-06-23",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",0,0,0,0,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"24",24,"2006_A104_14","2006_A104",14,"2006-06-24",2006,"CA051","802109760","CA207","2006-06-10","unknown","CA209","2006-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,2.5,15,"U",1,0,NA,NA,NA,1,26,34.6403247396274,26.2,37.1221115189571,161,158.116306954436,10.470659757475,0.275407005132115,14.5,14,1,0,"unknown",NA,0,0,NA,"Desertion",5.76286008624004,6.13754515327009,2,"U"
"25",25,"2006_A5_0","2006_A5",0,"2006-05-29",2006,"CA328","802122914","CA022","2006-05-29","died","CA028","2006-05-30","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,529,"2006-05-29",4,1,1,1,2,0,NA,NA,NA,6.5,4.5,NA,NA,NA,3,7,"U",1,0,NA,NA,NA,1,25.2,38.5101829622377,24.6,42.7075945255758,149,158.116306954436,10.470659757475,-0.870652582128679,6.5,6,1,1,"died",1,0,0,0,"Desertion",5.8058867197651,6.04962314437918,2,"U"
"26",26,"2006_A5_1","2006_A5",1,"2006-05-30",2006,"CA328","802122914","CA022","2006-05-29","died","CA028","2006-05-30","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,530,"2006-05-29",4,1,1,2,2,2,NA,NA,NA,6.5,4.5,NA,NA,NA,3,7,"U",1,1,NA,NA,NA,2,25.2,38.5101829622377,24.6,42.7075945255758,149,158.116306954436,10.470659757475,-0.870652582128679,6.5,6,1,1,"died",1,0,0,0,"Desertion",5.8058867197651,6.04962314437918,2,"U"
"27",27,"2006_A5_2","2006_A5",2,"2006-05-31",2006,"CA328","802122914","CA022","2006-05-29","died","CA028","2006-05-30","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,531,"2006-05-29",4,1,1,2,2,2,NA,NA,NA,6.5,4.5,NA,NA,NA,3,7,"U",1,1,NA,NA,NA,2,25.2,38.5101829622377,24.6,42.7075945255758,149,158.116306954436,10.470659757475,-0.870652582128679,6.5,6,1,1,"died",0,0,0,1,"Desertion",5.8058867197651,6.04962314437918,2,"U"
"28",28,"2006_A5_3","2006_A5",3,"2006-06-01",2006,"CA328","802122914","CA022","2006-05-29","died","CA028","2006-05-30","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,601,"2006-05-29",3,1,0,2,2,2,NA,NA,NA,6.5,4.5,NA,NA,NA,3,7,"U",1,1,NA,NA,NA,2,25.2,38.5101829622377,24.6,42.7075945255758,149,158.116306954436,10.470659757475,-0.870652582128679,6.5,6,1,0,"died",0,0,0,0,"Desertion",5.8058867197651,6.04962314437918,2,"U"
"29",29,"2006_A5_4","2006_A5",4,"2006-06-02",2006,"CA328","802122914","CA022","2006-05-29","died","CA028","2006-05-30","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-05-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,4.5,NA,NA,NA,3,7,"U",1,1,NA,NA,NA,2,25.2,38.5101829622377,24.6,42.7075945255758,149,158.116306954436,10.470659757475,-0.870652582128679,6.5,6,1,0,"died",0,1,1,0,"Desertion",5.8058867197651,6.04962314437918,2,"U"
"30",30,"2006_A5_5","2006_A5",5,"2006-06-03",2006,"CA328","802122914","CA022","2006-05-29","died","CA028","2006-05-30","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-05-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,4.5,NA,NA,NA,3,7,"U",1,0,NA,NA,NA,1,25.2,38.5101829622377,24.6,42.7075945255758,149,158.116306954436,10.470659757475,-0.870652582128679,6.5,6,1,0,"died",0,0,0,0,"Desertion",5.8058867197651,6.04962314437918,2,"U"
"31",31,"2006_A5_6","2006_A5",6,"2006-06-04",2006,"CA328","802122914","CA022","2006-05-29","died","CA028","2006-05-30","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,604,"2006-05-29",3,1,0,1,2,0,NA,NA,NA,6.5,4.5,NA,NA,NA,3,7,"U",1,0,NA,NA,NA,1,25.2,38.5101829622377,24.6,42.7075945255758,149,158.116306954436,10.470659757475,-0.870652582128679,6.5,6,1,0,"died",0,1,1,0,"Desertion",5.8058867197651,6.04962314437918,2,"U"
"32",32,"2006_A5_7","2006_A5",7,"2006-06-05",2006,"CA328","802122914","CA022","2006-05-29","died","CA028","2006-05-30","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,605,"2006-05-29",3,1,0,0,0,0,NA,NA,NA,6.5,4.5,NA,NA,NA,3,7,"U",0,0,NA,NA,NA,0,25.2,38.5101829622377,24.6,42.7075945255758,149,158.116306954436,10.470659757475,-0.870652582128679,6.5,6,0,0,"died",NA,0,0,NA,"Desertion",5.8058867197651,6.04962314437918,2,"U"
"33",33,"2006_A7_0","2006_A7",0,"2006-05-31",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,531,"2006-05-31",4,1,1,3,2,2,2,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"34",34,"2006_A7_1","2006_A7",1,"2006-06-01",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,601,"2006-05-31",4,1,1,3,2,2,2,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"35",35,"2006_A7_2","2006_A7",2,"2006-06-02",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,NA,"2006-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"36",36,"2006_A7_3","2006_A7",3,"2006-06-03",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,NA,"2006-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"37",37,"2006_A7_4","2006_A7",4,"2006-06-04",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,604,"2006-05-31",4,1,1,3,2,2,2,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"38",38,"2006_A7_5","2006_A7",5,"2006-06-05",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,605,"2006-05-31",4,1,1,3,2,2,2,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"39",39,"2006_A7_6","2006_A7",6,"2006-06-06",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,NA,"2006-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"40",40,"2006_A7_7","2006_A7",7,"2006-06-07",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,607,"2006-05-31",4,1,1,3,2,2,2,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"41",41,"2006_A7_8","2006_A7",8,"2006-06-08",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,608,"2006-05-31",4,1,1,3,2,2,2,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"42",42,"2006_A7_9","2006_A7",9,"2006-06-09",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,NA,"2006-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"43",43,"2006_A7_10","2006_A7",10,"2006-06-10",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,610,"2006-05-31",4,1,1,3,2,2,2,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"44",44,"2006_A7_11","2006_A7",11,"2006-06-11",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,NA,"2006-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"45",45,"2006_A7_12","2006_A7",12,"2006-06-12",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,612,"2006-05-31",4,1,1,3,2,2,2,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"46",46,"2006_A7_13","2006_A7",13,"2006-06-13",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,613,"2006-05-31",4,1,1,3,2,2,2,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"47",47,"2006_A7_14","2006_A7",14,"2006-06-14",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,NA,"2006-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
"48",48,"2006_A7_15","2006_A7",15,"2006-06-15",2006,"CA1545","802122913","CA032","2006-05-31","fledged","CA033","2006-05-31","fledged","CA037","2006-05-31","fledged",NA,NA,NA,NA,NA,NA,NA,"2006-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,26,NA,NA,26,26,"U",1,1,1,NA,NA,3,26.3,34.9738147336045,23.8,41.2459722416741,151,158.116306954436,10.470659757475,-0.679642650918547,26,26,1,1,"fledged",1,0,0,0,"Full term care",5.85403762670129,6.45422587134669,3,"U"
